"","country","year","admin1","admin2","vaccine_name","target_define","doses","target_number"
"2827","GHA",2020,"Central","Mfantsiman","YFV","SURVIVING_INFANT",6128,7321
"2828","GHA",2020,"Central","Mfantsiman","DTP1","SURVIVING_INFANT",6400,7321
"2829","GHA",2020,"Central","Mfantsiman","DTP3","SURVIVING_INFANT",6596,7321
"2830","GHA",2020,"Central","Mfantsiman","BCG","LIVE_BIRTH",8048,7483
"2831","GHA",2020,"Central","Twifo-Ati-Mokwa","DTP3","SURVIVING_INFANT",4112,3935
"2832","GHA",2020,"Central","Twifo-Ati-Mokwa","YFV","SURVIVING_INFANT",4140,3935
"2833","GHA",2020,"Central","Twifo-Ati-Mokwa","DTP1","SURVIVING_INFANT",4179,3935
"2834","GHA",2020,"Central","Twifo-Ati-Mokwa","MCV1","SURVIVING_INFANT",4191,3935
"2835","GHA",2020,"Central","Twifo-Ati-Mokwa","BCG","LIVE_BIRTH",5152,4011
"2836","GHA",2020,"Central","Twifo-Hemang Lower Denkyira","YFV","SURVIVING_INFANT",3059,3612
"2837","GHA",2020,"Central","Twifo-Hemang Lower Denkyira","MCV1","SURVIVING_INFANT",3093,3612
"2838","GHA",2020,"Central","Twifo-Hemang Lower Denkyira","DTP1","SURVIVING_INFANT",3120,3612
"2839","GHA",2020,"Central","Twifo-Hemang Lower Denkyira","DTP3","SURVIVING_INFANT",3243,3612
"2840","GHA",2020,"Central","Twifo-Hemang Lower Denkyira","BCG","LIVE_BIRTH",3026,3679
"2841","GHA",2020,"Central","Upper Denkyira East","MCV1","SURVIVING_INFANT",4196,4460
"2842","GHA",2020,"Central","Upper Denkyira East","YFV","SURVIVING_INFANT",4368,4460
"2843","GHA",2020,"Central","Upper Denkyira East","DTP3","SURVIVING_INFANT",4481,4460
"2844","GHA",2020,"Central","Upper Denkyira East","DTP1","SURVIVING_INFANT",4527,4460
"2845","GHA",2020,"Central","Upper Denkyira East","BCG","LIVE_BIRTH",5237,4549
"2846","GHA",2020,"Central","Upper Denkyira West","MCV1","SURVIVING_INFANT",3898,3831
"2847","GHA",2020,"Central","Upper Denkyira West","YFV","SURVIVING_INFANT",3911,3831
"2848","GHA",2020,"Central","Upper Denkyira West","DTP1","SURVIVING_INFANT",4125,3831
"2849","GHA",2020,"Central","Upper Denkyira West","DTP3","SURVIVING_INFANT",4230,3831
"2850","GHA",2020,"Central","Upper Denkyira West","BCG","LIVE_BIRTH",4377,3904
"2851","GHA",2020,"Eastern","Abuakwa North","YFV","SURVIVING_INFANT",3376,5001
"2852","GHA",2020,"Eastern","Abuakwa North","MCV1","SURVIVING_INFANT",3380,5001
"2853","GHA",2020,"Eastern","Abuakwa North","DTP3","SURVIVING_INFANT",3845,5001
"2854","GHA",2020,"Eastern","Abuakwa North","DTP1","SURVIVING_INFANT",3949,5001
"2855","GHA",2020,"Eastern","Abuakwa North","BCG","LIVE_BIRTH",3571,5103
"2856","GHA",2020,"Eastern","Abuakwa South","MCV1","SURVIVING_INFANT",5140,5300
"2857","GHA",2020,"Eastern","Abuakwa South","YFV","SURVIVING_INFANT",5148,5300
"2858","GHA",2020,"Eastern","Abuakwa South","DTP1","SURVIVING_INFANT",5185,5300
"2859","GHA",2020,"Eastern","Abuakwa South","DTP3","SURVIVING_INFANT",5744,5300
"2860","GHA",2020,"Eastern","Abuakwa South","BCG","LIVE_BIRTH",3469,5410
"2861","GHA",2020,"Eastern","Achiase","YFV","SURVIVING_INFANT",3803,4584
"2862","GHA",2020,"Eastern","Achiase","MCV1","SURVIVING_INFANT",4044,4584
"2863","GHA",2020,"Eastern","Achiase","DTP1","SURVIVING_INFANT",4209,4584
"2864","GHA",2020,"Eastern","Achiase","DTP3","SURVIVING_INFANT",4274,4584
"2865","GHA",2020,"Eastern","Achiase","BCG","LIVE_BIRTH",3722,4676
"2866","GHA",2020,"Eastern","Akwapim North","MCV1","SURVIVING_INFANT",4952,5768
"2867","GHA",2020,"Eastern","Akwapim North","YFV","SURVIVING_INFANT",4952,5768
"2868","GHA",2020,"Eastern","Akwapim North","DTP3","SURVIVING_INFANT",5443,5768
"2869","GHA",2020,"Eastern","Akwapim North","DTP1","SURVIVING_INFANT",5716,5768
"2870","GHA",2020,"Eastern","Akwapim North","BCG","LIVE_BIRTH",4880,5891
"2871","GHA",2020,"Eastern","Akwapim South","DTP1","SURVIVING_INFANT",2614,2816
"2872","GHA",2020,"Eastern","Akwapim South","MCV1","SURVIVING_INFANT",2824,2816
"2873","GHA",2020,"Eastern","Akwapim South","YFV","SURVIVING_INFANT",2827,2816
"2874","GHA",2020,"Eastern","Akwapim South","DTP3","SURVIVING_INFANT",2958,2816
"2875","GHA",2020,"Eastern","Akwapim South","BCG","LIVE_BIRTH",2092,2862
"2876","GHA",2020,"Eastern","Akyemansa","YFV","SURVIVING_INFANT",3621,5799
"2877","GHA",2020,"Eastern","Akyemansa","MCV1","SURVIVING_INFANT",3633,5799
"2878","GHA",2020,"Eastern","Akyemansa","DTP1","SURVIVING_INFANT",3667,5799
"2879","GHA",2020,"Eastern","Akyemansa","DTP3","SURVIVING_INFANT",3797,5799
"2880","GHA",2020,"Eastern","Akyemansa","BCG","LIVE_BIRTH",3455,5922
"2881","GHA",2020,"Eastern","Asene Manso Akroso","YFV","SURVIVING_INFANT",4355,4592
"2882","GHA",2020,"Eastern","Asene Manso Akroso","DTP1","SURVIVING_INFANT",4387,4592
"2883","GHA",2020,"Eastern","Asene Manso Akroso","MCV1","SURVIVING_INFANT",4420,4592
"2884","GHA",2020,"Eastern","Asene Manso Akroso","DTP3","SURVIVING_INFANT",4623,4592
"2885","GHA",2020,"Eastern","Asene Manso Akroso","BCG","LIVE_BIRTH",4253,4684
"2886","GHA",2020,"Eastern","Asuogyaman","DTP1","SURVIVING_INFANT",3802,5798
"2887","GHA",2020,"Eastern","Asuogyaman","MCV1","SURVIVING_INFANT",3937,5798
"2888","GHA",2020,"Eastern","Asuogyaman","YFV","SURVIVING_INFANT",3941,5798
"2889","GHA",2020,"Eastern","Asuogyaman","DTP3","SURVIVING_INFANT",4103,5798
"2890","GHA",2020,"Eastern","Asuogyaman","BCG","LIVE_BIRTH",3500,5922
"2891","GHA",2020,"Eastern","Atiwa East","MCV1","SURVIVING_INFANT",2931,3612
"2892","GHA",2020,"Eastern","Atiwa East","YFV","SURVIVING_INFANT",2931,3612
"2893","GHA",2020,"Eastern","Atiwa East","DTP3","SURVIVING_INFANT",3253,3612
"2894","GHA",2020,"Eastern","Atiwa East","DTP1","SURVIVING_INFANT",3452,3612
"2895","GHA",2020,"Eastern","Atiwa East","BCG","LIVE_BIRTH",3653,3679
"2896","GHA",2020,"Eastern","Atiwa West","YFV","SURVIVING_INFANT",3430,3835
"2897","GHA",2020,"Eastern","Atiwa West","MCV1","SURVIVING_INFANT",3462,3835
"2898","GHA",2020,"Eastern","Atiwa West","DTP3","SURVIVING_INFANT",3660,3835
"2899","GHA",2020,"Eastern","Atiwa West","DTP1","SURVIVING_INFANT",3685,3835
"2900","GHA",2020,"Eastern","Atiwa West","BCG","LIVE_BIRTH",3153,3907
"2901","GHA",2020,"Eastern","Ayensuano","YFV","SURVIVING_INFANT",3889,4761
"2902","GHA",2020,"Eastern","Ayensuano","MCV1","SURVIVING_INFANT",3979,4761
"2903","GHA",2020,"Eastern","Ayensuano","DTP1","SURVIVING_INFANT",4105,4761
"2904","GHA",2020,"Eastern","Ayensuano","DTP3","SURVIVING_INFANT",4259,4761
"2905","GHA",2020,"Eastern","Ayensuano","BCG","LIVE_BIRTH",3513,4858
"2906","GHA",2020,"Eastern","Birim Central","YFV","SURVIVING_INFANT",4612,4541
"2907","GHA",2020,"Eastern","Birim Central","MCV1","SURVIVING_INFANT",4692,4541
"2908","GHA",2020,"Eastern","Birim Central","DTP3","SURVIVING_INFANT",5201,4541
"2909","GHA",2020,"Eastern","Birim Central","DTP1","SURVIVING_INFANT",5673,4541
"2910","GHA",2020,"Eastern","Birim Central","BCG","LIVE_BIRTH",5973,4632
"2911","GHA",2020,"Eastern","Birim North","YFV","SURVIVING_INFANT",4159,4891
"2912","GHA",2020,"Eastern","Birim North","MCV1","SURVIVING_INFANT",4194,4891
"2913","GHA",2020,"Eastern","Birim North","DTP1","SURVIVING_INFANT",4310,4891
"2914","GHA",2020,"Eastern","Birim North","DTP3","SURVIVING_INFANT",4433,4891
"2915","GHA",2020,"Eastern","Birim North","BCG","LIVE_BIRTH",3717,4990
"2916","GHA",2020,"Eastern","Birim South","DTP3","SURVIVING_INFANT",2636,3252
"2917","GHA",2020,"Eastern","Birim South","YFV","SURVIVING_INFANT",2687,3252
"2918","GHA",2020,"Eastern","Birim South","DTP1","SURVIVING_INFANT",2704,3252
"2919","GHA",2020,"Eastern","Birim South","MCV1","SURVIVING_INFANT",2730,3252
"2920","GHA",2020,"Eastern","Birim South","BCG","LIVE_BIRTH",2708,3310
"2921","GHA",2020,"Eastern","Denkyembour","DTP1","SURVIVING_INFANT",3943,4891
"2922","GHA",2020,"Eastern","Denkyembour","MCV1","SURVIVING_INFANT",3950,4891
"2923","GHA",2020,"Eastern","Denkyembour","YFV","SURVIVING_INFANT",3950,4891
"2924","GHA",2020,"Eastern","Denkyembour","DTP3","SURVIVING_INFANT",4160,4891
"2925","GHA",2020,"Eastern","Denkyembour","BCG","LIVE_BIRTH",4502,4991
"2926","GHA",2020,"Eastern","Fanteakwa North","MCV1","SURVIVING_INFANT",3879,3981
"2927","GHA",2020,"Eastern","Fanteakwa North","YFV","SURVIVING_INFANT",3879,3981
"2928","GHA",2020,"Eastern","Fanteakwa North","DTP3","SURVIVING_INFANT",4151,3981
"2929","GHA",2020,"Eastern","Fanteakwa North","DTP1","SURVIVING_INFANT",4170,3981
"2930","GHA",2020,"Eastern","Fanteakwa North","BCG","LIVE_BIRTH",3831,4057
"2931","GHA",2020,"Eastern","Fanteakwa South","MCV1","SURVIVING_INFANT",3448,3336
"2932","GHA",2020,"Eastern","Fanteakwa South","YFV","SURVIVING_INFANT",3448,3336
"2933","GHA",2020,"Eastern","Fanteakwa South","DTP1","SURVIVING_INFANT",3470,3336
"2934","GHA",2020,"Eastern","Fanteakwa South","DTP3","SURVIVING_INFANT",3484,3336
"2935","GHA",2020,"Eastern","Fanteakwa South","BCG","LIVE_BIRTH",3132,3396
"2936","GHA",2020,"Eastern","Kwaebibirem","YFV","SURVIVING_INFANT",6201,6577
"2937","GHA",2020,"Eastern","Kwaebibirem","MCV1","SURVIVING_INFANT",6442,6577
"2938","GHA",2020,"Eastern","Kwaebibirem","DTP1","SURVIVING_INFANT",6771,6577
"2939","GHA",2020,"Eastern","Kwaebibirem","DTP3","SURVIVING_INFANT",7044,6577
"2940","GHA",2020,"Eastern","Kwaebibirem","BCG","LIVE_BIRTH",6279,6720
"2941","GHA",2020,"Eastern","Kwahu Afram Plains North","MCV1","SURVIVING_INFANT",5492,6058
"2942","GHA",2020,"Eastern","Kwahu Afram Plains North","YFV","SURVIVING_INFANT",5492,6058
"2943","GHA",2020,"Eastern","Kwahu Afram Plains North","DTP3","SURVIVING_INFANT",5683,6058
"2944","GHA",2020,"Eastern","Kwahu Afram Plains North","DTP1","SURVIVING_INFANT",5961,6058
"2945","GHA",2020,"Eastern","Kwahu Afram Plains North","BCG","LIVE_BIRTH",5601,6188
"2946","GHA",2020,"Eastern","Kwahu Afram Plains South","MCV1","SURVIVING_INFANT",5005,6707
"2947","GHA",2020,"Eastern","Kwahu Afram Plains South","YFV","SURVIVING_INFANT",5021,6707
"2948","GHA",2020,"Eastern","Kwahu Afram Plains South","DTP1","SURVIVING_INFANT",5288,6707
"2949","GHA",2020,"Eastern","Kwahu Afram Plains South","DTP3","SURVIVING_INFANT",5698,6707
"2950","GHA",2020,"Eastern","Kwahu Afram Plains South","BCG","LIVE_BIRTH",4433,6853
"2951","GHA",2020,"Eastern","Kwahu East","DTP1","SURVIVING_INFANT",3465,4761
"2952","GHA",2020,"Eastern","Kwahu East","YFV","SURVIVING_INFANT",3656,4761
"2953","GHA",2020,"Eastern","Kwahu East","MCV1","SURVIVING_INFANT",3682,4761
"2954","GHA",2020,"Eastern","Kwahu East","DTP3","SURVIVING_INFANT",3690,4761
"2955","GHA",2020,"Eastern","Kwahu East","BCG","LIVE_BIRTH",3189,4857
"2956","GHA",2020,"Eastern","Kwahu South","YFV","SURVIVING_INFANT",3313,4372
"2957","GHA",2020,"Eastern","Kwahu South","MCV1","SURVIVING_INFANT",3328,4372
"2958","GHA",2020,"Eastern","Kwahu South","DTP3","SURVIVING_INFANT",3744,4372
"2959","GHA",2020,"Eastern","Kwahu South","DTP1","SURVIVING_INFANT",4242,4372
"2960","GHA",2020,"Eastern","Kwahu South","BCG","LIVE_BIRTH",4383,4459
"2961","GHA",2020,"Eastern","Kwahu West","MCV1","SURVIVING_INFANT",5331,5669
"2962","GHA",2020,"Eastern","Kwahu West","YFV","SURVIVING_INFANT",5331,5669
"2963","GHA",2020,"Eastern","Kwahu West","DTP1","SURVIVING_INFANT",5348,5669
"2964","GHA",2020,"Eastern","Kwahu West","DTP3","SURVIVING_INFANT",5378,5669
"2965","GHA",2020,"Eastern","Kwahu West","BCG","LIVE_BIRTH",5850,5789
"2966","GHA",2020,"Eastern","Lower Manya-Krobo","YFV","SURVIVING_INFANT",4331,5410
"2967","GHA",2020,"Eastern","Lower Manya-Krobo","MCV1","SURVIVING_INFANT",4407,5410
"2968","GHA",2020,"Eastern","Lower Manya-Krobo","DTP1","SURVIVING_INFANT",4922,5410
"2969","GHA",2020,"Eastern","Lower Manya-Krobo","DTP3","SURVIVING_INFANT",5019,5410
"2970","GHA",2020,"Eastern","Lower Manya-Krobo","BCG","LIVE_BIRTH",5206,5523
"2971","GHA",2020,"Eastern","New Juaben North","MCV1","SURVIVING_INFANT",3803,3960
"2972","GHA",2020,"Eastern","New Juaben North","YFV","SURVIVING_INFANT",3804,3960
"2973","GHA",2020,"Eastern","New Juaben North","DTP1","SURVIVING_INFANT",3889,3960
"2974","GHA",2020,"Eastern","New Juaben North","DTP3","SURVIVING_INFANT",3942,3960
"2975","GHA",2020,"Eastern","New Juaben North","BCG","LIVE_BIRTH",2307,4036
"2976","GHA",2020,"Eastern","New Juaben South","YFV","SURVIVING_INFANT",6707,7118
"2977","GHA",2020,"Eastern","New Juaben South","MCV1","SURVIVING_INFANT",6912,7118
"2978","GHA",2020,"Eastern","New Juaben South","DTP1","SURVIVING_INFANT",7486,7118
"2979","GHA",2020,"Eastern","New Juaben South","DTP3","SURVIVING_INFANT",7629,7118
"2980","GHA",2020,"Eastern","New Juaben South","BCG","LIVE_BIRTH",7461,7275
"2981","GHA",2020,"Eastern","Nsawam-Adoagyiri","MCV1","SURVIVING_INFANT",6393,5280
"2982","GHA",2020,"Eastern","Nsawam-Adoagyiri","YFV","SURVIVING_INFANT",6396,5280
"2983","GHA",2020,"Eastern","Nsawam-Adoagyiri","DTP3","SURVIVING_INFANT",7139,5280
"2984","GHA",2020,"Eastern","Nsawam-Adoagyiri","DTP1","SURVIVING_INFANT",7786,5280
"2985","GHA",2020,"Eastern","Nsawam-Adoagyiri","BCG","LIVE_BIRTH",11145,5389
"2986","GHA",2020,"Eastern","Okere","MCV1","SURVIVING_INFANT",2699,2976
"2987","GHA",2020,"Eastern","Okere","YFV","SURVIVING_INFANT",2702,2976
"2988","GHA",2020,"Eastern","Okere","DTP1","SURVIVING_INFANT",2786,2976
"2989","GHA",2020,"Eastern","Okere","DTP3","SURVIVING_INFANT",3060,2976
"2990","GHA",2020,"Eastern","Okere","BCG","LIVE_BIRTH",2116,3026
"2991","GHA",2020,"Eastern","Suhum","YFV","SURVIVING_INFANT",4918,5410
"2992","GHA",2020,"Eastern","Suhum","MCV1","SURVIVING_INFANT",5058,5410
"2993","GHA",2020,"Eastern","Suhum","DTP3","SURVIVING_INFANT",5242,5410
"2994","GHA",2020,"Eastern","Suhum","DTP1","SURVIVING_INFANT",5411,5410
"2995","GHA",2020,"Eastern","Suhum","BCG","LIVE_BIRTH",4888,5523
"2996","GHA",2020,"Eastern","Upper Manya-Krobo","MCV1","SURVIVING_INFANT",3807,4502
"2997","GHA",2020,"Eastern","Upper Manya-Krobo","YFV","SURVIVING_INFANT",3807,4502
"2998","GHA",2020,"Eastern","Upper Manya-Krobo","DTP1","SURVIVING_INFANT",3870,4502
"2999","GHA",2020,"Eastern","Upper Manya-Krobo","DTP3","SURVIVING_INFANT",4086,4502
"3000","GHA",2020,"Eastern","Upper Manya-Krobo","BCG","LIVE_BIRTH",4040,4591
"3001","GHA",2020,"Eastern","Upper West Akim","YFV","SURVIVING_INFANT",4956,5280
"3002","GHA",2020,"Eastern","Upper West Akim","MCV1","SURVIVING_INFANT",4967,5280
"3003","GHA",2020,"Eastern","Upper West Akim","DTP1","SURVIVING_INFANT",5055,5280
"3004","GHA",2020,"Eastern","Upper West Akim","DTP3","SURVIVING_INFANT",5359,5280
"3005","GHA",2020,"Eastern","Upper West Akim","BCG","LIVE_BIRTH",5024,5390
"3006","GHA",2020,"Eastern","West Akim","YFV","SURVIVING_INFANT",4302,6317
"3007","GHA",2020,"Eastern","West Akim","MCV1","SURVIVING_INFANT",4672,6317
"3008","GHA",2020,"Eastern","West Akim","DTP1","SURVIVING_INFANT",5352,6317
"3009","GHA",2020,"Eastern","West Akim","DTP3","SURVIVING_INFANT",5364,6317
"3010","GHA",2020,"Eastern","West Akim","BCG","LIVE_BIRTH",5094,6454
"3011","GHA",2020,"Eastern","Yilo-Krobo","DTP1","SURVIVING_INFANT",5087,5280
"3012","GHA",2020,"Eastern","Yilo-Krobo","DTP3","SURVIVING_INFANT",5601,5280
"3013","GHA",2020,"Eastern","Yilo-Krobo","YFV","SURVIVING_INFANT",5701,5280
"3014","GHA",2020,"Eastern","Yilo-Krobo","MCV1","SURVIVING_INFANT",5973,5280
"3015","GHA",2020,"Eastern","Yilo-Krobo","BCG","LIVE_BIRTH",4792,5390
"3016","GHA",2020,"Greater Accra","Ablekuma Central","DTP1","SURVIVING_INFANT",2842,9675
"3017","GHA",2020,"Greater Accra","Ablekuma Central","DTP3","SURVIVING_INFANT",4516,9675
"3018","GHA",2020,"Greater Accra","Ablekuma Central","YFV","SURVIVING_INFANT",5218,9675
"3019","GHA",2020,"Greater Accra","Ablekuma Central","MCV1","SURVIVING_INFANT",5279,9675
"3020","GHA",2020,"Greater Accra","Ablekuma Central","BCG","LIVE_BIRTH",2487,9898
"3021","GHA",2020,"Greater Accra","Ablekuma North","DTP1","SURVIVING_INFANT",3496,8452
"3022","GHA",2020,"Greater Accra","Ablekuma North","YFV","SURVIVING_INFANT",3772,8452
"3023","GHA",2020,"Greater Accra","Ablekuma North","DTP3","SURVIVING_INFANT",4655,8452
"3024","GHA",2020,"Greater Accra","Ablekuma North","MCV1","SURVIVING_INFANT",4702,8452
"3025","GHA",2020,"Greater Accra","Ablekuma North","BCG","LIVE_BIRTH",2220,8643
"3026","GHA",2020,"Greater Accra","Ablekuma West","DTP1","SURVIVING_INFANT",2998,8937
"3027","GHA",2020,"Greater Accra","Ablekuma West","DTP3","SURVIVING_INFANT",4496,8937
"3028","GHA",2020,"Greater Accra","Ablekuma West","YFV","SURVIVING_INFANT",4617,8937
"3029","GHA",2020,"Greater Accra","Ablekuma West","MCV1","SURVIVING_INFANT",5366,8937
"3030","GHA",2020,"Greater Accra","Ablekuma West","BCG","LIVE_BIRTH",2670,9141
"3031","GHA",2020,"Greater Accra","Accra Metro","DTP3","SURVIVING_INFANT",13491,22458
"3032","GHA",2020,"Greater Accra","Accra Metro","YFV","SURVIVING_INFANT",13642,22458
"3033","GHA",2020,"Greater Accra","Accra Metro","MCV1","SURVIVING_INFANT",13783,22458
"3034","GHA",2020,"Greater Accra","Accra Metro","DTP1","SURVIVING_INFANT",17174,22458
"3035","GHA",2020,"Greater Accra","Accra Metro","BCG","LIVE_BIRTH",20126,23009
"3036","GHA",2020,"Greater Accra","Ada East","YFV","SURVIVING_INFANT",3239,4425
"3037","GHA",2020,"Greater Accra","Ada East","DTP1","SURVIVING_INFANT",3371,4425
"3038","GHA",2020,"Greater Accra","Ada East","DTP3","SURVIVING_INFANT",3500,4425
"3039","GHA",2020,"Greater Accra","Ada East","MCV1","SURVIVING_INFANT",3531,4425
"3040","GHA",2020,"Greater Accra","Ada East","BCG","LIVE_BIRTH",3965,4513
"3041","GHA",2020,"Greater Accra","Ada West","YFV","SURVIVING_INFANT",3304,3833
"3042","GHA",2020,"Greater Accra","Ada West","DTP3","SURVIVING_INFANT",3383,3833
"3043","GHA",2020,"Greater Accra","Ada West","DTP1","SURVIVING_INFANT",3400,3833
"3044","GHA",2020,"Greater Accra","Ada West","MCV1","SURVIVING_INFANT",3444,3833
"3045","GHA",2020,"Greater Accra","Ada West","BCG","LIVE_BIRTH",2891,3906
"3046","GHA",2020,"Greater Accra","Adentan","DTP1","SURVIVING_INFANT",4867,4708
"3047","GHA",2020,"Greater Accra","Adentan","DTP3","SURVIVING_INFANT",6477,4708
"3048","GHA",2020,"Greater Accra","Adentan","MCV1","SURVIVING_INFANT",6660,4708
"3049","GHA",2020,"Greater Accra","Adentan","YFV","SURVIVING_INFANT",8552,4708
"3050","GHA",2020,"Greater Accra","Adentan","BCG","LIVE_BIRTH",3342,4803
"3051","GHA",2020,"Greater Accra","Ashaiman","DTP1","SURVIVING_INFANT",9148,10209
"3052","GHA",2020,"Greater Accra","Ashaiman","DTP3","SURVIVING_INFANT",9428,10209
"3053","GHA",2020,"Greater Accra","Ashaiman","YFV","SURVIVING_INFANT",11101,10209
"3054","GHA",2020,"Greater Accra","Ashaiman","MCV1","SURVIVING_INFANT",11144,10209
"3055","GHA",2020,"Greater Accra","Ashaiman","BCG","LIVE_BIRTH",11838,10445
"3056","GHA",2020,"Greater Accra","Ayawaso Central","YFV","SURVIVING_INFANT",5429,10603
"3057","GHA",2020,"Greater Accra","Ayawaso Central","MCV1","SURVIVING_INFANT",6367,10603
"3058","GHA",2020,"Greater Accra","Ayawaso Central","DTP1","SURVIVING_INFANT",6733,10603
"3059","GHA",2020,"Greater Accra","Ayawaso Central","DTP3","SURVIVING_INFANT",7150,10603
"3060","GHA",2020,"Greater Accra","Ayawaso Central","BCG","LIVE_BIRTH",3682,10849
"3061","GHA",2020,"Greater Accra","Ayawaso East","YFV","SURVIVING_INFANT",3573,6002
"3062","GHA",2020,"Greater Accra","Ayawaso East","MCV1","SURVIVING_INFANT",3649,6002
"3063","GHA",2020,"Greater Accra","Ayawaso East","DTP3","SURVIVING_INFANT",4309,6002
"3064","GHA",2020,"Greater Accra","Ayawaso East","DTP1","SURVIVING_INFANT",4599,6002
"3065","GHA",2020,"Greater Accra","Ayawaso East","BCG","LIVE_BIRTH",4381,6130
"3066","GHA",2020,"Greater Accra","Ayawaso North","YFV","SURVIVING_INFANT",3935,4674
"3067","GHA",2020,"Greater Accra","Ayawaso North","MCV1","SURVIVING_INFANT",4054,4674
"3068","GHA",2020,"Greater Accra","Ayawaso North","DTP1","SURVIVING_INFANT",4173,4674
"3069","GHA",2020,"Greater Accra","Ayawaso North","DTP3","SURVIVING_INFANT",4738,4674
"3070","GHA",2020,"Greater Accra","Ayawaso North","BCG","LIVE_BIRTH",5748,4768
"3071","GHA",2020,"Greater Accra","Ayawaso West","DTP1","SURVIVING_INFANT",4966,4627
"3072","GHA",2020,"Greater Accra","Ayawaso West","YFV","SURVIVING_INFANT",5048,4627
"3073","GHA",2020,"Greater Accra","Ayawaso West","MCV1","SURVIVING_INFANT",5125,4627
"3074","GHA",2020,"Greater Accra","Ayawaso West","DTP3","SURVIVING_INFANT",5290,4627
"3075","GHA",2020,"Greater Accra","Ayawaso West","BCG","LIVE_BIRTH",5106,4720
"3076","GHA",2020,"Greater Accra","Ga Central","DTP1","SURVIVING_INFANT",4215,6618
"3077","GHA",2020,"Greater Accra","Ga Central","DTP3","SURVIVING_INFANT",5583,6618
"3078","GHA",2020,"Greater Accra","Ga Central","YFV","SURVIVING_INFANT",6392,6618
"3079","GHA",2020,"Greater Accra","Ga Central","MCV1","SURVIVING_INFANT",6728,6618
"3080","GHA",2020,"Greater Accra","Ga Central","BCG","LIVE_BIRTH",3938,6762
"3081","GHA",2020,"Greater Accra","Ga East","DTP1","SURVIVING_INFANT",6039,8138
"3082","GHA",2020,"Greater Accra","Ga East","DTP3","SURVIVING_INFANT",7357,8138
"3083","GHA",2020,"Greater Accra","Ga East","MCV1","SURVIVING_INFANT",8792,8138
"3084","GHA",2020,"Greater Accra","Ga East","YFV","SURVIVING_INFANT",8837,8138
"3085","GHA",2020,"Greater Accra","Ga East","BCG","LIVE_BIRTH",5391,8321
"3086","GHA",2020,"Greater Accra","Ga North","DTP1","SURVIVING_INFANT",4961,5820
"3087","GHA",2020,"Greater Accra","Ga North","DTP3","SURVIVING_INFANT",5759,5820
"3088","GHA",2020,"Greater Accra","Ga North","YFV","SURVIVING_INFANT",6264,5820
"3089","GHA",2020,"Greater Accra","Ga North","MCV1","SURVIVING_INFANT",6584,5820
"3090","GHA",2020,"Greater Accra","Ga North","BCG","LIVE_BIRTH",4416,5943
"3091","GHA",2020,"Greater Accra","Ga South","DTP1","SURVIVING_INFANT",10405,14184
"3092","GHA",2020,"Greater Accra","Ga South","YFV","SURVIVING_INFANT",10489,14184
"3093","GHA",2020,"Greater Accra","Ga South","MCV1","SURVIVING_INFANT",11270,14184
"3094","GHA",2020,"Greater Accra","Ga South","DTP3","SURVIVING_INFANT",11432,14184
"3095","GHA",2020,"Greater Accra","Ga South","BCG","LIVE_BIRTH",10590,14522
"3096","GHA",2020,"Greater Accra","Ga West","DTP1","SURVIVING_INFANT",10118,6891
"3097","GHA",2020,"Greater Accra","Ga West","DTP3","SURVIVING_INFANT",10653,6891
"3098","GHA",2020,"Greater Accra","Ga West","YFV","SURVIVING_INFANT",11023,6891
"3099","GHA",2020,"Greater Accra","Ga West","MCV1","SURVIVING_INFANT",11375,6891
"3100","GHA",2020,"Greater Accra","Ga West","BCG","LIVE_BIRTH",11491,7042
"3101","GHA",2020,"Greater Accra","Korle-Klottey","DTP3","SURVIVING_INFANT",7290,7337
"3102","GHA",2020,"Greater Accra","Korle-Klottey","YFV","SURVIVING_INFANT",7292,7337
"3103","GHA",2020,"Greater Accra","Korle-Klottey","MCV1","SURVIVING_INFANT",7295,7337
"3104","GHA",2020,"Greater Accra","Korle-Klottey","DTP1","SURVIVING_INFANT",9088,7337
"3105","GHA",2020,"Greater Accra","Korle-Klottey","BCG","LIVE_BIRTH",11213,7500
"3106","GHA",2020,"Greater Accra","Kpone-Katamanso","DTP1","SURVIVING_INFANT",6790,6259
"3107","GHA",2020,"Greater Accra","Kpone-Katamanso","DTP3","SURVIVING_INFANT",8502,6259
"3108","GHA",2020,"Greater Accra","Kpone-Katamanso","YFV","SURVIVING_INFANT",9383,6259
"3109","GHA",2020,"Greater Accra","Kpone-Katamanso","MCV1","SURVIVING_INFANT",9584,6259
"3110","GHA",2020,"Greater Accra","Kpone-Katamanso","BCG","LIVE_BIRTH",4999,6394
"3111","GHA",2020,"Greater Accra","Krowor","DTP1","SURVIVING_INFANT",3808,5386
"3112","GHA",2020,"Greater Accra","Krowor","DTP3","SURVIVING_INFANT",4834,5386
"3113","GHA",2020,"Greater Accra","Krowor","YFV","SURVIVING_INFANT",6028,5386
"3114","GHA",2020,"Greater Accra","Krowor","MCV1","SURVIVING_INFANT",6087,5386
"3115","GHA",2020,"Greater Accra","Krowor","BCG","LIVE_BIRTH",3559,5499
"3116","GHA",2020,"Greater Accra","La-Dade-Kotopon","DTP1","SURVIVING_INFANT",7145,9816
"3117","GHA",2020,"Greater Accra","La-Dade-Kotopon","YFV","SURVIVING_INFANT",8542,9816
