"","Ts","AreaCode","CatNum","Severity","y5","y6","y7","y8","y9","y10","y11","y12","y13","y14","y15","y16","y17","y18","y19","y20","y21","y22","y23","y24","y25","y26","y27","y28","y29","y30","y31","y32","y33","y34","y35","y36","y37","y38","y39","y40","y41","y42","y43","y44","y45","y46","y47","y48","y49","y50","y51","y52","y53","y54","y55","y56","y57","y58","y59","y60","y61","y62","y63","y64","y65","y66","y67","y68","y69","y70","y71","y72","y73","y74","y75","y76","y77","y78","y79","y80","y81","y82","y83","y84","y85","y86","y87","y88","y89","AtAb90"
"1013","Lashio","AREA # 130401","3","Yes - a lot of difficulty","-","1","1","-","-","-","-","-","-","1","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","1","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"1014","Lashio","AREA # 130401","4","Yes - cannot see at all","-","1","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"1015","Theinni","AREA # 130402","1","No - no difficulty","124","361","425","487","448","494","427","486","423","301","222","174","124","103","48","33","18","9","13","5","5","1","8","1","1","3","4","5","2","2","5","2","3","1","1","2","2","1","1","1","-","-","-","2","-","2","-","-","2","-","2","-","1","1","-","-","-","1","-","-","-","-","-","-","-","-","-","-","-","-","-","1","-","-","-","1","-","-","-","-","-","-","-","-","-","-"
"1016","Theinni","AREA # 130402","2","Yes - some difficulty","-","-","-","-","-","-","1","1","-","-","-","-","1","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","1","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"1017","Theinni","AREA # 130402","4","Yes - cannot see at all","-","-","-","-","-","-","1","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"1018","Mineye`","AREA # 130403","1","No - no difficulty","74","208","338","360","289","380","263","303","190","131","107","74","58","27","21","14","8","11","4","6","8","4","-","3","3","6","1","2","1","1","5","1","1","1","-","5","1","-","1","-","1","-","2","-","-","1","1","1","-","-","-","1","1","-","-","3","-","-","-","-","1","-","1","-","-","-","-","1","-","-","-","1","-","-","-","1","-","-","-","-","-","-","-","-","-","-"
"1019","Mineye`","AREA # 130403","2","Yes - some difficulty","1","1","-","1","1","-","-","-","-","-","-","1","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"1020","Tantyan","AREA # 130404","1","No - no difficulty","205","573","760","954","828","1062","805","906","739","507","404","298","182","175","97","65","35","26","9","9","11","8","6","9","6","6","4","2","4","-","3","1","-","1","2","6","3","2","4","2","3","-","-","2","-","5","1","1","2","-","1","-","-","-","-","1","-","1","-","-","1","1","-","-","-","-","-","-","-","-","-","1","1","-","-","-","-","-","-","-","-","-","-","1","-","-"
"1021","Tantyan","AREA # 130404","2","Yes - some difficulty","-","-","2","1","-","1","-","1","-","3","-","2","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"1022","Tantyan","AREA # 130404","3","Yes - a lot of difficulty","-","-","-","1","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"1023","MuSe","AREA # 130501","1","No - no difficulty","242","601","702","722","672","733","652","768","780","565","445","346","252","181","128","124","66","39","33","22","20","20","12","9","14","26","14","10","15","12","13","6","11","8","5","7","4","12","7","4","3","5","3","5","4","7","5","2","1","5","5","2","2","4","4","4","-","2","3","1","-","3","-","1","-","3","-","1","1","1","-","-","-","-","-","2","2","1","-","-","-","-","-","-","-","-"
"1024","MuSe","AREA # 130501","2","Yes - some difficulty","-","1","1","-","-","1","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"1025","MuSe","AREA # 130501","3","Yes - a lot of difficulty","-","-","-","-","-","1","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"1026","MuSe","AREA # 130501","4","Yes - cannot see at all","-","1","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"1027","Namkham","AREA # 130502","1","No - no difficulty","281","753","915","893","819","937","869","924","869","686","550","430","256","243","114","86","35","28","15","14","15","10","7","8","6","9","5","6","2","6","10","4","2","2","-","5","1","3","5","2","7","3","1","4","2","3","2","-","5","1","1","-","-","-","-","1","2","-","-","-","-","-","-","-","-","1","1","-","1","-","1","-","1","-","-","2","1","-","1","-","-","-","-","-","-","1"
"1028","Namkham","AREA # 130502","2","Yes - some difficulty","-","-","-","-","1","-","1","-","-","-","-","-","1","-","-","1","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","1","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"1029","Namkham","AREA # 130502","3","Yes - a lot of difficulty","-","-","-","-","-","-","-","1","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"1030","Namkham","AREA # 130502","4","Yes - cannot see at all","-","-","-","-","1","-","-","-","-","-","-","1","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","1","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"1031","Kukai","AREA # 130503","1","No - no difficulty","338","803","967","1037","1017","1114","988","1145","1171","833","722","566","416","277","168","103","55","37","21","10","16","21","9","14","11","6","4","7","4","3","6","2","3","4","2","4","2","1","1","-","1","1","2","3","3","2","-","1","1","2","1","2","-","-","1","1","1","1","1","-","1","-","1","-","1","-","-","-","-","-","-","-","-","-","-","1","-","1","-","-","1","-","-","-","-","1"
"1032","Kukai","AREA # 130503","2","Yes - some difficulty","-","-","1","-","-","-","-","2","3","-","-","-","1","-","1","-","1","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","1","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"1033","Kukai","AREA # 130503","3","Yes - a lot of difficulty","-","-","-","-","-","-","-","1","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"1034","Kukai","AREA # 130503","4","Yes - cannot see at all","-","-","-","-","-","-","-","1","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"1035","Monekoe(ST)","AREA # 130551","1","No - no difficulty","63","105","119","145","137","140","112","141","126","90","83","65","42","38","18","11","5","4","4","4","2","6","3","-","-","1","1","-","-","1","1","-","-","1","-","-","-","1","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","1","-","-","-","-","-","-","-","1"
"1036","Monekoe(ST)","AREA # 130551","2","Yes - some difficulty","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","1","-","-","-","-","-","-","-","-","-","-"
"1037","Manhero(ST)","AREA # 130552","1","No - no difficulty","11","24","23","26","30","5","16","16","11","10","7","6","4","2","1","1","-","-","-","1","-","-","-","-","1","-","-","-","1","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"1038","Pansai(KyuKute)(ST)","AREA # 130553","1","No - no difficulty","56","167","186","211","187","169","204","212","156","145","104","98","54","47","27","16","7","5","3","6","5","2","-","-","2","1","-","-","-","-","-","-","1","1","-","2","-","-","-","-","-","1","-","-","1","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","1","-","-","-","-","-","1","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","1","-","-","-"
"1039","Tamoenye(ST)","AREA # 130554","1","No - no difficulty","190","439","540","662","577","684","583","688","649","452","406","278","184","133","64","44","26","10","12","11","11","3","3","8","6","4","-","-","1","2","-","-","-","2","1","-","1","2","1","-","-","-","-","1","-","1","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","1","-","-","1","-","2","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"1040","Tamoenye(ST)","AREA # 130554","2","Yes - some difficulty","-","-","-","1","1","-","1","4","-","-","1","-","-","1","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","1","-","-","-","-","-","-","-","-","-","-"
"1041","Tamoenye(ST)","AREA # 130554","4","Yes - cannot see at all","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","1","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"1042","Kyukme","AREA # 130601","1","No - no difficulty","219","819","1022","1050","951","1175","1062","1016","920","693","508","401","305","208","156","110","52","35","17","11","8","6","9","5","4","5","3","9","4","3","4","3","3","2","1","6","2","1","2","3","2","1","5","4","1","3","1","3","2","-","2","5","2","5","-","1","-","2","-","1","1","-","1","-","-","1","-","1","1","-","1","-","-","-","1","-","-","-","-","-","-","-","-","-","-","-"
"1043","Kyukme","AREA # 130601","2","Yes - some difficulty","-","-","-","1","-","3","-","4","3","1","-","2","2","-","-","1","-","-","-","-","-","-","-","1","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","1","-","1","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"1044","Kyukme","AREA # 130601","3","Yes - a lot of difficulty","-","-","-","-","-","-","-","-","1","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","1","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"1045","Kyukme","AREA # 130601","4","Yes - cannot see at all","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","1","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"1046","Naungkhio","AREA # 130602","1","No - no difficulty","244","972","1213","1235","1148","1233","1029","1051","830","647","425","349","256","177","121","78","42","39","16","13","15","9","8","11","2","8","5","6","5","3","4","3","3","3","2","1","3","-","-","2","2","1","2","3","-","4","3","-","1","3","3","3","-","-","1","1","1","-","1","2","1","-","-","2","-","1","1","-","-","-","1","1","-","-","1","-","-","-","-","-","-","-","-","-","-","1"
"1047","Naungkhio","AREA # 130602","2","Yes - some difficulty","-","-","1","3","2","1","-","1","-","1","1","1","-","-","-","-","1","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","1","-","-","-","-","-","-","-","-","-","-","-","-","1","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","1","-","-","-","-","-","1","-"
"1048","Naungkhio","AREA # 130602","3","Yes - a lot of difficulty","-","-","1","-","-","-","1","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"1049","Naungkhio","AREA # 130602","4","Yes - cannot see at all","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","1","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"1050","Hsipaw","AREA # 130603","1","No - no difficulty","242","860","1053","1264","1117","1359","1101","1102","924","744","452","364","255","203","122","101","57","40","17","19","16","8","7","8","3","9","3","4","2","4","6","3","4","3","2","5","1","3","1","2","3","2","-","2","4","2","1","-","1","-","-","-","-","2","-","1","-","-","-","-","-","-","1","-","-","-","-","1","-","-","-","-","-","-","-","-","-","-","-","-","1","-","-","-","-","-"
"1051","Hsipaw","AREA # 130603","2","Yes - some difficulty","-","2","1","1","-","-","-","-","2","1","1","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","1","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"1052","Hsipaw","AREA # 130603","3","Yes - a lot of difficulty","-","-","-","-","-","-","-","-","1","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"1053","Hsipaw","AREA # 130603","4","Yes - cannot see at all","-","-","-","1","-","-","-","-","-","-","-","1","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"1054","Namtu","AREA # 130604","1","No - no difficulty","139","366","455","460","437","517","415","458","391","322","246","164","136","92","52","32","17","15","5","8","6","3","2","3","6","4","2","-","2","5","2","-","2","3","2","1","2","-","1","-","1","-","-","-","1","2","1","-","-","1","-","-","-","-","-","1","-","-","-","2","-","-","-","-","-","-","-","-","-","-","-","-","1","-","-","-","-","-","-","-","-","-","-","-","-","-"
"1055","Namtu","AREA # 130604","2","Yes - some difficulty","-","-","1","-","1","-","1","1","-","-","2","-","-","1","-","-","1","-","-","-","1","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"1056","Namsan(North)","AREA # 130605","1","No - no difficulty","258","549","680","720","647","782","646","704","593","546","433","334","224","148","88","54","27","20","10","7","9","8","3","3","1","7","1","5","2","4","2","6","4","-","3","2","1","2","3","1","3","1","-","1","1","-","-","1","-","-","1","1","-","-","1","-","1","-","-","-","1","-","1","-","-","-","1","-","-","-","-","-","-","-","1","1","-","-","-","-","-","-","-","-","-","-"
"1057","Namsan(North)","AREA # 130605","2","Yes - some difficulty","-","2","-","1","2","-","1","2","2","1","2","1","-","-","1","-","-","-","-","-","-","-","-","-","-","-","-","1","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","1","-","-","-","-","-","-","-","-","-","1","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"1058","Namsan(North)","AREA # 130605","3","Yes - a lot of difficulty","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","1","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"1059","Momeik","AREA # 130606","1","No - no difficulty","129","442","555","542","509","510","437","483","472","312","255","152","123","84","50","35","25","10","13","6","5","4","5","4","2","4","1","2","4","1","1","-","-","-","4","1","-","-","4","-","-","2","-","1","-","-","-","1","-","-","-","-","1","-","1","-","1","-","-","-","-","1","-","1","-","-","-","-","1","-","-","-","-","1","-","-","-","-","-","1","-","-","-","-","-","-"
